game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp
L (39-61),2,24,42,260,3,38,210,2,5.5,80,5.9,4,11,4,30,8,65,0,2,0,2,19,31,422,4,26,205,4,7.9,57,11.0,1,9,1,22,9,100,1,1
L (21-38),3,33,53,338,1,28,147,1,5.3,81,6.0,1,9,1,25,17,128,1,2,1,1,27,34,252,2,33,93,2,2.8,67,5.1,5,5,5,22,5,45,1,0
L (24-30),1,9,22,158,2,43,127,1,3.0,65,4.4,6,6,6,18,9,58,1,0,1,0,16,29,256,0,35,217,2,6.2,64,7.4,1,10,1,18,11,122,0,0
L (11-31),3,14,29,74,1,28,78,0,2.8,57,2.7,2,4,2,12,6,45,1,2,0,2,12,26,102,1,55,280,3,5.1,81,4.7,1,17,1,24,3,40,0,2
W (19-17),2,14,23,105,0,41,147,1,3.6,64,3.9,3,9,3,18,3,45,1,1,0,1,13,22,165,0,33,79,2,2.4,55,4.4,2,6,2,14,6,50,1,0
L (50-70),5,28,48,475,3,31,141,3,4.5,79,7.8,3,7,3,30,9,76,3,2,1,1,22,34,388,5,39,223,2,5.7,73,8.4,4,10,4,25,12,105,1,0
L (24-34),0,24,45,269,1,35,147,1,4.2,80,5.2,0,8,0,23,5,50,0,0,1,1,25,42,381,3,35,139,1,4.0,77,6.8,1,8,1,23,5,43,0,1
L (10-51),3,15,22,104,0,28,39,0,1.4,50,2.9,2,2,2,10,6,52,2,1,1,2,16,23,211,2,44,249,3,5.7,67,6.9,0,11,0,22,7,70,0,2
L (35-59),3,20,31,257,2,38,179,3,4.7,69,6.3,4,8,4,24,4,29,2,1,0,0,21,34,254,3,33,269,4,8.2,67,7.8,1,14,1,24,6,75,0,0
L (30-34),2,31,47,314,2,29,105,1,3.6,76,5.5,3,9,3,28,5,52,1,1,1,2,16,32,154,2,31,161,2,5.2,63,5.0,3,9,3,21,4,42,1,1
W (52-38),0,33,42,446,3,34,104,3,3.1,76,7.2,2,2,2,28,6,50,0,0,0,0,26,49,432,3,33,150,2,4.5,82,7.1,1,10,1,29,9,80,0,0
W (44-17),0,30,43,318,2,32,216,3,6.8,75,7.1,3,9,3,28,8,70,0,0,1,0,15,28,175,1,32,69,0,2.2,60,4.1,3,3,3,15,4,34,0,0
W (16-14),0,10,20,198,1,45,190,0,4.2,65,6.0,1,9,1,16,3,35,0,0,0,2,20,33,163,0,28,123,2,4.4,61,4.7,1,7,1,17,3,35,0,2
L (17-24),4,14,29,159,1,44,120,1,2.7,73,3.8,1,11,1,20,6,56,2,2,0,0,13,20,109,1,27,62,1,2.3,47,3.6,3,3,3,11,6,46,0,0
W (13-6),2,18,30,178,0,31,150,1,4.8,61,5.4,1,9,1,20,4,35,2,0,1,2,22,37,227,0,24,40,0,1.7,61,4.4,1,2,1,17,3,15,0,2
L (5-24),2,8,27,53,0,26,59,0,2.3,53,2.1,4,5,4,12,4,45,0,2,0,1,22,30,247,2,39,144,1,3.7,69,5.7,1,8,1,22,7,47,1,0
W (23-13),0,18,30,158,0,34,198,2,5.8,64,5.6,2,8,2,18,11,99,0,0,0,2,12,30,100,0,38,146,1,3.8,68,3.6,3,9,3,17,6,55,0,2
W (66-7),0,18,26,216,2,44,362,6,8.2,70,8.3,1,16,1,27,5,40,0,0,0,2,11,24,124,1,25,38,0,1.5,49,3.3,0,3,0,6,7,68,0,2
W (31-24),2,17,23,163,2,31,117,2,3.8,54,5.2,1,4,1,11,5,45,2,0,1,3,24,41,264,3,35,131,0,3.7,76,5.2,1,7,1,19,6,50,2,1
L (22-38),1,18,30,181,0,39,262,2,6.7,69,6.4,5,12,5,26,1,5,0,1,0,1,27,40,354,4,30,126,1,4.2,70,6.9,0,5,0,25,6,47,0,1
L (6-41),2,8,19,110,0,32,113,1,3.5,51,4.4,1,8,1,14,5,40,1,1,0,0,19,27,282,0,41,206,4,5.0,68,7.2,1,13,1,25,6,45,0,0
W (52-6),0,18,31,234,3,33,170,2,5.2,64,6.3,1,11,1,24,7,45,0,0,1,3,18,29,130,0,35,47,0,1.3,64,2.8,1,5,1,11,5,35,1,2
W (49-14),2,18,26,289,2,31,280,5,9.0,57,10.0,2,9,2,23,5,54,1,1,1,0,18,27,139,1,43,125,1,2.9,70,3.8,3,8,3,18,8,52,0,0
W (35-7),2,21,25,209,4,40,203,1,5.1,65,6.3,0,13,0,21,1,10,1,1,1,3,15,21,110,0,27,116,1,4.3,48,4.7,0,3,0,10,1,5,2,1
W (51-3),0,19,29,158,4,36,220,1,6.1,65,5.8,2,12,2,18,7,62,0,0,1,6,12,25,128,0,36,69,0,1.9,61,3.2,1,5,1,13,8,46,4,2
W (34-19),1,19,30,167,1,45,182,3,4.0,75,4.7,2,9,2,23,6,45,0,1,1,2,15,33,173,2,34,106,0,3.1,67,4.2,2,6,2,16,9,60,1,1
W (27-21),0,10,15,161,0,32,130,2,4.1,47,6.2,2,4,2,11,10,78,0,0,0,1,21,32,338,3,43,144,0,3.3,75,6.4,1,11,1,26,7,61,0,1
W (39-31),1,27,48,326,1,26,59,2,2.3,74,5.2,4,2,4,21,6,60,0,1,1,3,26,46,416,1,47,232,3,4.9,93,7.0,0,15,0,33,7,71,2,1
L (19-22),2,19,44,237,2,15,48,0,3.2,59,4.8,0,2,0,11,4,27,0,2,1,3,17,29,207,1,52,249,1,4.8,81,5.6,0,12,0,20,3,21,1,2
L (19-23),4,22,38,197,1,34,108,1,3.2,72,4.2,1,4,1,17,5,33,2,2,0,1,10,23,114,0,56,174,2,3.1,79,3.6,0,14,0,18,5,33,1,0
L (17-37),2,6,14,50,0,39,243,2,6.2,53,5.5,0,8,0,11,7,74,1,1,1,1,15,26,176,1,51,289,3,5.7,77,6.0,2,12,2,22,2,19,0,1
L (37-45),3,22,40,262,3,37,200,2,5.4,77,6.0,3,12,3,25,6,60,2,1,0,1,19,26,367,3,39,148,2,3.8,65,7.9,2,5,2,18,15,145,1,0
W (52-3),0,27,31,397,1,42,258,6,6.1,73,9.0,0,13,0,34,8,80,0,0,1,2,25,40,250,0,25,28,0,1.1,65,4.3,2,4,2,18,8,58,1,1
W (52-13),1,23,33,388,4,36,219,3,6.1,69,8.8,1,12,1,26,11,135,0,1,1,2,23,33,157,1,37,38,0,1.0,70,2.8,6,4,6,17,6,51,1,1
W (27-3),1,14,27,285,0,41,140,3,3.4,68,6.3,2,7,2,17,8,65,1,0,0,2,20,33,162,0,43,151,0,3.5,76,4.1,1,10,1,19,8,80,1,1
W (37-34),2,18,21,243,2,36,109,1,3.0,57,6.2,2,7,2,16,9,74,2,0,1,0,17,40,148,1,33,221,3,6.7,73,5.1,1,9,1,19,6,50,0,0
W (34-13),1,31,42,278,3,36,153,1,4.3,78,5.5,4,8,4,27,6,49,0,1,0,2,13,24,125,0,24,47,0,2.0,48,3.6,2,4,2,11,9,86,0,2
W (21-0),0,17,27,183,1,51,237,2,4.6,78,5.4,1,14,1,23,6,65,0,0,0,1,11,24,107,0,25,72,0,2.9,49,3.7,1,1,1,7,8,80,1,0
W (38-21),0,10,18,104,0,57,341,4,6.0,75,5.9,1,20,1,25,6,47,0,0,1,2,7,17,56,1,30,263,2,8.8,47,6.8,1,10,1,13,2,25,1,1
W (34-12),1,12,18,235,4,42,222,1,5.3,60,7.6,0,11,0,21,8,60,1,0,0,3,15,29,161,0,37,85,1,2.3,66,3.7,2,10,2,19,1,5,2,1
W (56-0),1,24,31,409,5,50,309,3,6.2,81,8.9,2,19,2,40,7,65,0,1,1,0,2,13,18,0,30,48,0,1.6,43,1.5,2,3,2,6,2,20,0,0
W (27-11),0,17,24,237,1,30,85,2,2.8,54,6.0,2,6,2,18,2,20,0,0,1,0,22,30,167,1,29,93,0,3.2,59,4.4,0,5,0,14,5,45,0,0
W (55-24),2,35,49,369,4,32,201,2,6.3,81,7.0,3,8,3,31,7,65,1,1,1,2,14,28,181,2,38,31,0,0.8,66,3.2,2,5,2,15,6,40,1,1
W (38-34),0,21,30,301,3,29,78,1,2.7,59,6.4,4,6,4,24,12,112,0,0,1,2,16,30,210,2,45,188,2,4.2,75,5.3,3,10,3,22,7,67,0,2
L (7-66),2,11,24,124,1,25,38,0,1.5,49,3.3,0,3,0,6,7,68,0,2,1,0,18,26,216,2,44,362,6,8.2,70,8.3,1,16,1,27,5,40,0,0
L (10-28),1,18,25,174,1,31,50,0,1.6,56,4.0,0,4,0,12,13,165,0,1,1,0,17,27,257,1,32,161,2,5.0,59,7.1,8,6,8,26,11,94,0,0
L (14-34),2,27,44,227,1,18,47,1,2.6,62,4.4,0,3,0,14,6,44,0,2,1,0,16,27,229,2,46,178,1,3.9,73,5.6,2,9,2,20,2,20,0,0
L (14-37),2,29,44,256,2,13,41,0,3.2,57,5.2,1,6,1,18,5,40,0,2,0,0,9,13,120,2,56,288,3,5.1,69,5.9,0,16,0,21,5,35,0,0
W (49-17),1,14,23,230,3,44,285,4,6.5,67,7.7,4,12,4,26,5,40,0,1,1,1,17,34,151,1,25,156,1,6.2,59,5.2,1,9,1,15,12,82,0,1
W (21-18),0,14,24,115,1,33,184,2,5.6,57,5.2,2,7,2,15,4,31,0,0,1,0,27,37,314,2,29,207,0,7.1,66,7.9,1,12,1,23,6,69,0,0
W (34-14),0,16,27,229,2,46,178,1,3.9,73,5.6,2,9,2,20,2,20,0,0,0,2,27,44,227,1,18,47,1,2.6,62,4.4,0,3,0,14,6,44,0,2
W (31-13),2,15,23,165,3,47,257,1,5.5,70,6.0,1,14,1,22,4,45,1,1,1,1,21,42,252,1,21,56,0,2.7,63,4.9,2,3,2,15,14,122,0,1
W (40-39),1,10,19,95,0,57,298,5,5.2,76,5.2,3,18,3,25,6,40,1,0,1,1,29,39,326,3,28,91,1,3.3,67,6.2,1,6,1,25,11,88,1,0
L (0-21),1,11,24,107,0,25,72,0,2.9,49,3.7,1,1,1,7,8,80,1,0,1,0,17,27,183,1,51,237,2,4.6,78,5.4,1,14,1,23,6,65,0,0
L (21-22),0,14,23,246,2,45,118,1,2.6,68,5.4,4,6,4,21,4,36,0,0,0,2,25,46,298,1,42,154,1,3.7,88,5.1,2,10,2,26,5,37,1,1
W (17-7),1,17,33,262,2,34,50,0,1.5,67,4.7,1,2,1,15,5,47,0,1,0,2,7,20,54,0,46,143,1,3.1,66,3.0,1,9,1,11,6,52,0,2
L (52-54),3,35,54,375,4,21,116,3,5.5,75,6.5,4,4,4,25,2,15,1,2,0,2,26,46,390,4,49,237,3,4.8,95,6.6,0,14,0,31,12,109,0,2
L (38-52),0,26,49,432,3,33,150,2,4.5,82,7.1,1,10,1,29,9,80,0,0,1,0,33,42,446,3,34,104,3,3.1,76,7.2,2,2,2,28,6,50,0,0
W (48-14),1,16,24,154,2,43,318,5,7.4,67,7.0,3,16,3,27,9,69,1,0,0,2,21,40,266,1,28,119,1,4.3,68,5.7,3,9,3,24,6,47,1,1
W (23-19),1,10,23,114,0,56,174,2,3.1,79,3.6,0,14,0,18,5,33,1,0,1,4,22,38,197,1,34,108,1,3.2,72,4.2,1,4,1,17,5,33,2,2
L (33-36),3,11,20,155,0,41,243,4,5.9,61,6.5,3,8,3,18,13,123,2,1,1,2,24,40,285,2,32,132,3,4.1,72,5.8,5,7,5,26,9,75,1,1
L (3-27),2,20,33,162,0,43,151,0,3.5,76,4.1,1,10,1,19,8,80,1,1,1,1,14,27,285,0,41,140,3,3.4,68,6.3,2,7,2,17,8,65,1,0
L (16-42),0,16,36,103,0,46,206,1,4.5,82,3.8,4,11,4,21,11,92,0,0,0,3,16,26,194,2,42,199,4,4.7,68,5.8,4,8,4,20,13,120,3,0
L (15-50),2,26,43,303,1,32,62,0,1.9,75,4.9,5,4,5,23,11,73,0,2,1,1,24,34,404,3,29,188,4,6.5,63,9.4,3,7,3,27,11,113,0,1
W (29-24),1,21,35,308,1,34,100,2,2.9,69,5.9,3,5,3,22,11,125,0,1,0,0,15,28,150,2,43,148,1,3.4,71,4.2,5,5,5,16,11,81,0,0
W (66-42),1,14,19,137,2,42,238,3,5.7,61,6.1,3,15,3,23,7,77,1,0,1,5,31,46,415,4,32,65,2,2.0,78,6.2,3,2,3,24,14,135,3,2
L (0-31),2,13,19,126,0,12,5,0,0.4,31,4.2,1,1,1,7,4,20,0,2,0,1,12,18,169,3,24,148,1,6.2,42,7.5,2,10,2,19,4,45,0,1
L (7-44),6,12,23,132,0,37,114,1,3.1,60,4.1,4,8,4,16,3,20,2,4,0,1,14,16,236,1,48,273,5,5.7,64,8.0,1,13,1,22,9,66,0,1
L (27-34),1,18,36,165,2,37,121,1,3.3,73,3.9,4,7,4,17,4,24,0,1,1,2,28,42,353,2,34,104,2,3.1,76,6.0,1,10,1,24,7,100,2,0
L (14-40),3,13,27,125,2,44,236,0,5.4,71,5.1,2,12,2,20,5,58,0,3,0,1,15,31,255,4,30,150,1,5.0,61,6.6,3,7,3,18,3,35,0,1
W (38-22),1,27,40,354,4,30,126,1,4.2,70,6.9,0,5,0,25,6,47,0,1,1,1,18,30,181,0,39,262,2,6.7,69,6.4,5,12,5,26,1,5,0,1
L (24-26),2,27,42,339,2,17,26,1,1.5,59,6.2,0,2,0,18,7,70,0,2,1,2,23,38,178,1,32,173,0,5.4,70,5.0,2,9,2,21,7,55,0,2
L (3-51),6,12,25,128,0,36,69,0,1.9,61,3.2,1,5,1,13,8,46,4,2,0,0,19,29,158,4,36,220,1,6.1,65,5.8,2,12,2,18,7,62,0,0
L (20-28),2,17,25,185,2,36,129,0,3.6,61,5.1,0,7,0,15,2,15,1,1,1,0,15,21,103,1,42,184,2,4.4,63,4.6,0,10,0,19,4,25,0,0
L (14-42),1,19,30,224,2,22,-5,0,-0.2,52,4.2,0,0,0,12,1,10,0,1,1,0,3,7,72,1,57,417,5,7.3,64,7.6,0,20,0,23,3,25,0,0
W (51-10),2,16,23,211,2,44,249,3,5.7,67,6.9,0,11,0,22,7,70,0,2,1,3,15,22,104,0,28,39,0,1.4,50,2.9,2,2,2,10,6,52,2,1
W (25-15),2,13,21,194,1,52,151,1,2.9,73,4.7,1,8,1,14,10,82,2,0,0,3,18,34,186,1,34,36,1,1.1,68,3.3,4,4,4,16,3,32,2,1
W (52-0),1,25,33,355,4,41,190,3,4.6,74,7.4,0,10,0,26,3,25,0,1,1,2,13,24,74,0,32,118,0,3.7,56,3.4,1,4,1,11,3,25,0,2
W (56-7),2,25,32,427,6,35,187,1,5.3,67,9.2,1,9,1,24,7,59,1,1,1,1,21,30,132,0,39,128,1,3.3,69,3.8,1,4,1,14,3,32,0,1
W (35-13),2,26,31,325,2,31,198,3,6.4,62,8.4,2,7,2,21,8,65,2,0,1,1,12,23,144,0,50,150,1,3.0,73,4.0,0,12,0,19,9,75,1,0
L (13-23),2,12,30,100,0,38,146,1,3.8,68,3.6,3,9,3,17,6,55,0,2,1,0,18,30,158,0,34,198,2,5.8,64,5.6,2,8,2,18,11,99,0,0
W (26-20),1,16,29,173,2,43,235,0,5.5,72,5.7,1,11,1,21,6,43,1,0,1,1,20,37,250,1,23,89,1,3.9,60,5.7,1,7,1,17,4,39,0,1
W (34-27),2,28,42,353,2,34,104,2,3.1,76,6.0,1,10,1,24,7,100,2,0,0,1,18,36,165,2,37,121,1,3.3,73,3.9,4,7,4,17,4,24,0,1
L (42-66),5,31,46,415,4,32,65,2,2.0,78,6.2,3,2,3,24,14,135,3,2,0,1,14,19,137,2,42,238,3,5.7,61,6.1,3,15,3,23,7,77,1,0
W (49-10),1,18,27,309,2,45,195,5,4.3,72,7.0,5,9,5,26,3,19,0,1,1,2,24,50,252,1,30,65,0,2.2,80,4.0,1,4,1,16,10,73,1,1
L (39-40),1,29,39,326,3,28,91,1,3.3,67,6.2,1,6,1,25,11,88,1,0,1,1,10,19,95,0,57,298,5,5.2,76,5.2,3,18,3,25,6,40,1,0
L (16-37),4,35,60,343,2,27,148,0,5.5,87,5.6,1,8,1,24,10,80,2,2,0,1,9,19,115,1,46,301,4,6.5,65,6.4,2,12,2,18,3,30,0,1
W (30-22),0,24,44,201,2,39,133,1,3.4,83,4.0,4,7,4,24,9,94,0,0,1,1,22,38,282,0,30,94,3,3.1,68,5.5,4,5,4,22,8,69,0,1
W (38-23),0,8,23,175,3,22,83,1,3.8,45,5.7,4,4,4,12,6,45,0,0,1,1,26,40,259,1,48,125,1,2.6,88,4.4,2,9,2,23,9,97,0,1
L (21-26),4,19,33,200,2,42,125,1,3.0,75,4.3,3,6,3,17,8,70,2,2,0,3,20,30,242,1,30,65,2,2.2,60,5.1,2,3,2,16,10,104,1,2
L (26-28),0,20,30,200,1,36,191,2,5.3,66,5.9,2,11,2,23,4,40,0,0,1,0,18,21,179,2,34,214,2,6.3,55,7.1,0,8,0,16,4,45,0,0
L (21-38),1,16,26,229,2,21,24,0,1.1,47,5.4,0,4,0,10,6,39,0,1,0,0,20,24,178,1,45,284,3,6.3,69,6.7,2,16,2,25,0,0,0,0
L (27-34),2,19,29,342,2,37,149,1,4.0,66,7.4,3,5,3,21,9,80,1,1,1,0,15,23,181,2,33,215,1,6.5,56,7.1,1,9,1,19,8,65,0,0
W (41-33),0,11,17,83,1,47,272,2,5.8,64,5.5,0,14,0,18,8,91,0,0,0,2,19,35,238,2,28,175,2,6.3,63,6.6,6,7,6,22,3,10,0,2
L (24-28),2,16,29,199,1,32,163,2,5.1,61,5.9,2,6,2,19,6,55,1,1,0,2,21,32,255,2,43,141,1,3.3,75,5.3,3,10,3,24,8,74,1,1
W (23-20),0,24,36,228,1,30,105,1,3.5,66,5.0,0,4,0,14,13,110,0,0,0,3,17,30,197,1,41,87,2,2.1,71,4.0,2,7,2,17,3,25,2,1
L (6-32),3,22,32,167,0,35,92,0,2.6,67,3.9,0,9,0,18,9,66,2,1,0,0,9,16,87,0,48,209,2,4.4,64,4.6,2,12,2,18,6,45,0,0
L (18-41),2,14,23,202,1,43,192,1,4.5,66,6.0,2,11,2,22,11,104,0,2,1,0,9,11,225,2,42,227,3,5.4,53,8.5,3,14,3,22,6,47,0,0
W (45-14),1,14,17,170,0,57,384,6,6.7,74,7.5,0,24,0,29,6,45,1,0,1,2,17,24,219,2,30,67,0,2.2,54,5.3,1,1,1,12,6,35,0,2
L (21-48),4,20,35,284,2,44,177,1,4.0,79,5.8,2,12,2,24,7,80,2,2,1,1,28,35,290,3,29,128,2,4.4,64,6.5,3,10,3,26,10,75,0,1
W (16-13),2,19,38,272,1,20,71,0,3.6,58,5.9,4,3,4,19,6,60,0,2,0,3,25,42,227,1,28,51,0,1.8,70,4.0,3,3,3,18,10,97,1,2
L (17-34),2,22,36,281,2,22,14,0,0.6,58,5.1,1,4,1,17,9,80,1,1,0,0,32,44,352,3,28,102,1,3.6,72,6.3,3,7,3,27,5,22,0,0
L (11-27),0,22,30,167,1,29,93,0,3.2,59,4.4,0,5,0,14,5,45,0,0,0,0,17,24,237,1,30,85,2,2.8,54,6.0,2,6,2,18,2,20,0,0
W (27-20),0,27,37,378,1,23,69,2,3.0,60,7.5,3,5,3,24,6,50,0,0,1,1,29,38,304,2,26,117,0,4.5,64,6.6,0,4,0,21,10,99,0,1
L (24-27),2,28,52,283,3,21,96,0,4.6,73,5.2,0,3,0,17,6,32,1,1,0,2,7,12,32,0,46,290,3,6.3,58,5.6,0,12,0,12,3,25,2,0
L (17-24),3,23,38,200,1,28,173,1,6.2,66,5.7,2,7,2,22,8,59,1,2,0,1,15,19,169,0,40,193,3,4.8,59,6.1,5,11,5,23,4,50,1,0
W (23-12),0,12,23,122,2,37,170,0,4.6,60,4.9,3,8,3,15,8,71,0,0,1,1,9,21,115,1,40,108,0,2.7,61,3.7,2,6,2,12,5,37,1,0
W (22-19),3,17,29,207,1,52,249,1,4.8,81,5.6,0,12,0,20,3,21,1,2,0,2,19,44,237,2,15,48,0,3.2,59,4.8,0,2,0,11,4,27,0,2
L (0-48),1,18,27,103,0,23,87,0,3.8,50,3.8,0,5,0,10,9,64,0,1,0,1,29,41,295,1,37,249,5,6.7,78,7.0,1,12,1,28,4,27,1,0
L (29-45),1,26,44,293,2,36,178,2,4.9,80,5.9,1,9,1,26,6,60,0,1,0,0,17,27,271,5,41,180,1,4.4,68,6.6,0,8,0,20,5,33,0,0
L (7-40),2,16,26,149,1,24,56,0,2.3,50,4.1,0,5,0,12,9,76,0,2,0,1,25,36,284,2,47,223,3,4.7,83,6.1,5,11,5,30,3,35,1,0
L (17-27),1,26,44,276,2,25,48,0,1.9,69,4.7,1,2,1,15,2,18,0,1,0,1,14,22,132,1,43,224,2,5.2,65,5.5,0,9,0,14,3,25,0,1
W (28-16),1,28,38,340,3,34,76,1,2.2,72,5.8,1,6,1,17,10,109,1,0,1,1,14,28,202,1,39,51,0,1.3,67,3.8,4,5,4,15,7,44,1,0
L (7-56),1,21,30,132,0,39,128,1,3.3,69,3.8,1,4,1,14,3,32,0,1,0,2,25,32,427,6,35,187,1,5.3,67,9.2,1,9,1,24,7,59,1,1
W (34-27),0,12,16,190,2,48,181,2,3.8,64,5.8,1,11,1,20,6,65,0,0,1,1,22,34,322,2,30,75,1,2.5,64,6.2,3,8,3,21,5,40,0,1
L (27-30),0,14,23,178,2,36,146,1,4.1,59,5.5,1,8,1,15,8,93,0,0,0,0,23,37,226,2,40,216,1,5.4,77,5.7,1,9,1,22,3,33,0,0
W (31-30),2,33,43,357,3,28,73,1,2.6,71,6.1,1,3,1,23,5,50,0,2,0,1,27,43,403,1,40,141,2,3.5,83,6.6,1,8,1,25,4,35,1,0
W (43-24),0,15,23,141,2,58,384,3,6.6,81,6.5,2,16,2,26,7,75,0,0,0,2,16,33,302,2,24,82,1,3.4,57,6.7,2,3,2,14,7,52,1,1
L (27-34),1,22,34,322,2,30,75,1,2.5,64,6.2,3,8,3,21,5,40,0,1,0,0,12,16,190,2,48,181,2,3.8,64,5.8,1,11,1,20,6,65,0,0
W (37-17),1,15,26,176,1,51,289,3,5.7,77,6.0,2,12,2,22,2,19,0,1,0,2,6,14,50,0,39,243,2,6.2,53,5.5,0,8,0,11,7,74,1,1
L (34-38),1,20,34,188,2,32,206,2,6.4,66,6.0,2,11,2,23,6,40,0,1,0,3,24,38,343,4,32,165,1,5.2,70,7.3,1,9,1,24,6,59,1,2
L (30-31),1,27,43,403,1,40,141,2,3.5,83,6.6,1,8,1,25,4,35,1,0,1,2,33,43,357,3,28,73,1,2.6,71,6.1,1,3,1,23,5,50,0,2
L (38-41),1,29,36,254,1,37,218,4,5.9,73,6.5,5,8,5,28,4,36,0,1,1,0,20,29,257,3,33,209,2,6.3,62,7.5,1,8,1,24,8,83,0,0
W (30-9),1,24,29,316,4,28,185,0,6.6,57,8.8,2,7,2,23,8,100,1,0,1,1,16,27,129,0,37,75,0,2.0,64,3.2,4,9,4,17,4,42,1,0
W (24-5),1,22,30,247,2,39,144,1,3.7,69,5.7,1,8,1,22,7,47,1,0,1,2,8,27,53,0,26,59,0,2.3,53,2.1,4,5,4,12,4,45,0,2
W (27-17),1,23,33,315,2,35,114,1,3.3,68,6.3,1,6,1,23,2,20,0,1,1,2,13,25,113,1,37,174,1,4.7,62,4.6,1,9,1,17,5,40,1,1
W (37-16),1,9,19,115,1,46,301,4,6.5,65,6.4,2,12,2,18,3,30,0,1,1,4,35,60,343,2,27,148,0,5.5,87,5.6,1,8,1,24,10,80,2,2
W (54-52),2,26,46,390,4,49,237,3,4.8,95,6.6,0,14,0,31,12,109,0,2,1,3,35,54,375,4,21,116,3,5.5,75,6.5,4,4,4,25,2,15,1,2
L (12-34),3,15,29,161,0,37,85,1,2.3,66,3.7,2,10,2,19,1,5,2,1,1,1,12,18,235,4,42,222,1,5.3,60,7.6,0,11,0,21,8,60,1,0
W (32-28),2,15,30,295,2,33,148,2,4.5,63,7.0,2,7,2,23,3,20,0,2,1,2,15,25,184,1,47,247,3,5.3,72,6.0,0,15,0,25,5,42,1,1
L (0-63),2,22,40,103,0,27,42,0,1.6,67,2.2,1,3,1,10,4,40,0,2,0,1,12,18,266,3,47,334,6,7.1,65,9.2,2,14,2,25,7,59,1,0
W (26-21),3,20,30,242,1,30,65,2,2.2,60,5.1,2,3,2,16,10,104,1,2,1,4,19,33,200,2,42,125,1,3.0,75,4.3,3,6,3,17,8,70,2,2
L (14-28),2,12,19,141,0,33,120,2,3.6,52,5.0,0,6,0,13,3,25,1,1,0,1,21,36,192,0,46,196,3,4.3,82,4.7,1,13,1,27,3,11,1,0
L (20-27),1,15,28,126,1,41,192,1,4.7,69,4.6,2,13,2,21,3,30,1,0,0,1,15,25,177,3,39,243,0,6.2,64,6.6,0,13,0,20,3,35,1,0
W (28-14),1,21,36,192,0,46,196,3,4.3,82,4.7,1,13,1,27,3,11,1,0,1,2,12,19,141,0,33,120,2,3.6,52,5.0,0,6,0,13,3,25,1,1
L (21-38),2,13,26,180,1,25,106,2,4.2,51,5.6,1,6,1,13,7,50,1,1,0,3,30,45,308,3,37,161,1,4.4,82,5.7,2,9,2,29,7,53,2,1
L (7-48),3,10,20,78,1,32,40,0,1.3,52,2.3,1,5,1,8,7,65,1,2,0,0,14,22,258,2,49,241,2,4.9,71,7.0,2,13,2,27,4,30,0,0
L (17-44),0,15,28,175,1,32,69,0,2.2,60,4.1,3,3,3,15,4,34,0,0,0,0,30,43,318,2,32,216,3,6.8,75,7.1,3,9,3,28,8,70,0,0
